DATA IN NGS FORMAT FROM DATABASE 19MAY09XE_V002                                                 
     5.935    16.700   794.867   908.633    63.627    64.332 0 0            4606                
       -1.8097431865   0.10876        1.7252875948   0.01413  0             4608                
FORTLEZA  HART15M   0308-611 2019 05 09 18 37  51.0000000000                4701                
    3812473.20228967   0.07621  -113155.4328153475   0.15526 1      I       4702                
   0.00013    .00000    .00000    .00000   0.632069593113335       0.1      4703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              4704
   0.00909   0.00000    .00000    .00000    .00000    .00000                4705                
    28.615    11.127  1006.000   867.900    85.015    69.454 0 0            4706                
       -0.8304318942   0.03384        0.0323013594   0.02333  0             4708                
KATH12M   YARRA12M  2052-474 2019 05 09 18 39  10.0000000000                4801                
     -14730.36936621   0.02110  -138340.4447668747   0.02352 0      I       4802                
   0.00034    .00000    .00000    .00000  -0.231437986502187       0.0      4803                
  0.725   0.217 -0.0089  0.0039  0.0045  0.0066    -163581.886              4804
   0.00000   0.00000    .00000    .00000    .00000    .00000                4805                
    22.668    13.285   997.793   997.700    25.052    30.388 0 0            4806                
        0.0308818673   0.02033       -0.0133332611   0.01396  0             4808                
FORTLEZA  HART15M   0530-727 2019 05 09 18 40  11.0000000000                4901                
   -1552053.34666594   0.04762   207973.7123604643   0.04466 0      I       4902                
   0.00014    .00000    .00000    .00000  -2.892694949691533       0.1      4903                
  3.393   0.695 -0.0146 -0.0149 -0.0049 -0.0003      13038.376              4904
   0.00534   0.00000    .00000    .00000    .00000    .00000                4905                
    28.600    11.221  1006.100   867.900    84.837    69.766 0 0            4906                
       -0.7704028388   0.03200       -0.0058446506   0.01655  0             4908                
ISHIOKA   KATH12M   2318+049 2019 05 09 18 42   0.0000000000                5001                
    2721497.82355263   0.03086  -304665.9243775126   0.02681 0      I       5002                
   0.00020    .00000    .00000    .00000  -0.353229869210773       0.1      5003                
  0.527   1.769  0.0025  0.0154 -0.0103  0.0612      19906.623              5004
   0.00000   0.00000    .00000    .00000    .00000    .00000                5005                
    14.037    22.601   996.634   997.790    69.876    25.239 0 0            5006                
       -0.1429540059   0.01772        0.0007670880   0.00770  0             5008                
NYALES20  URUMQI    1726+455 2019 05 09 18 42  30.0000000000                5101                
   -5598050.68120961   0.03712  -153230.1603908807   0.02663 0      I       5102                
   0.00081    .00000    .00000    .00000  -4.504464808805626       0.0      5103                
  0.114   0.145 -0.0011 -0.0001 -0.0031  0.0014     915001.683              5104
  -0.16469   0.00000    .00000    .00000    .00000    .00000                5105                
    -2.776     5.584  1013.707   794.800    56.627    65.436 0 0            5106                
        0.6332322899   0.01577        0.0017289384   0.00506  0             5108                
NYALES20  WETTZ13N  1726+455 2019 05 09 18 42  30.0000000000                5201                
    4890339.89083163   0.03167  -494474.0158422644   0.05503 0      I       5202                
   0.00028    .00000    .00000    .00000   0.229111981606112       0.1      5203                
  0.114   0.686 -0.0011 -0.0000 -0.0031 -0.0067     720363.015              5204
  -0.16469   0.00000    .00000    .00000    .00000    .00000                5205                
    -2.776     8.216  1013.707   933.600    56.627    99.800 0 0            5206                
        0.6578082179   0.01560        0.0198609867   0.01142  0             5208                
NYALES20  YEBES40M  1726+455 2019 05 09 18 42  30.0000000000                5301                
    9782225.28626880   0.10380  -531762.6693137479   0.26664 4      I       5302                
   0.00017    .00000    .00000    .00000  -1.825159103566109       0.2      5303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              5304
  -0.16469  -0.00374    .00000    .00000    .00000    .00000                5305                
    -2.776    16.683  1013.707   908.665    56.627    65.000 0 0            5306                
        0.9889652334   0.06197        9.4064975237   0.08929  0             5308                
