DATA IN NGS FORMAT FROM DATABASE 19JAN28XA_V002                                                 
  0.192   0.248  0.0035 -0.0181 -0.0005 -0.0066       8680.525              4804
   0.00000  -0.02786    .00000    .00000    .00000    .00000                4805                
     3.500     9.100   996.000   886.600    75.381    85.744 0 0            4806                
        0.1424050504   0.02704       -0.0351457210   0.03067  0             4808                
HART15M   KATH12M   0454-234 2019 01 28 17 06  43.0000000000                4901                
   15212239.29148121   0.02421  1855546.1706281288   0.04723 0      I       4902                
   0.00039    .00000    .00000    .00000   2.888066908349193       0.0      4903                
  0.509   4.928  0.0000  0.0053  0.0021 -0.0506      -2599.387              4904
   0.00000   0.00000    .00000    .00000    .00000    .00000                4905                
    20.887    26.559   864.500   988.992    68.913    82.707 0 0            4906                
       -0.3181054983   0.01212        0.0027787233   0.01019  0             4908                
HART15M   YARRA12M  0454-234 2019 01 28 17 06  43.0000000000                5001                
    8687012.23070307   0.02977  1620424.3309291166   0.08596 0      I       5002                
   0.00038    .00000    .00000    .00000   2.176503288277537       0.1      5003                
  0.509   0.741  0.0000 -0.0016  0.0021  0.0025       2737.386              5004
   0.00000   0.00000    .00000    .00000    .00000    .00000                5005                
    20.887    24.559   864.500   977.800    68.913    20.941 0 0            5006                
       -0.3384621789   0.01472        0.0002204623   0.01802  0             5008                
KATH12M   YARRA12M  0454-234 2019 01 28 17 06  43.0000000000                5101                
   -6525223.43809304   0.02255  -235122.1419289848   0.06513 0      I       5102                
   0.00051    .00000    .00000    .00000   1.702765546188247       0.0      5103                
  4.928   0.741  0.0053 -0.0016 -0.0506  0.0025       5336.773              5104
   0.00000   0.00000    .00000    .00000    .00000    .00000                5105                
    26.559    24.559   988.992   977.800    82.707    20.941 0 0            5106                
       -0.0018564165   0.01763        0.0270313323   0.02972  0             5108                
ISHIOKA   KOKEE     OJ287    2019 01 28 17 09  22.0000000000                5201                
   15808838.06613648   0.00903   739783.4873247319   0.00579 1      I       5202                
   0.00059    .00000    .00000    .00000  -1.960915071713443       0.0      5203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              5204
   0.00000  -0.02639    .00000    .00000    .00000    .00000                5205                
     3.500     9.133   996.033   886.567    75.033    85.401 0 0            5206                
        0.1718436055   0.00471       -0.0568592697   0.00138  0             5208                
ISHIOKA   YARRA12M  OJ287    2019 01 28 17 09  22.0000000000                5301                
    4230312.22347658   0.00341  -469157.7943058067   0.00175 0      I       5302                
   0.00140    .00000    .00000    .00000   0.126218489203974       0.0      5303                
  0.123   0.611  0.0004  0.0050  0.0008  0.0002       7390.097              5304
   0.00000   0.00000    .00000    .00000    .00000    .00000                5305                
     3.500    24.330   996.033   977.786    75.033    21.226 0 0            5306                
        0.0256785707   0.00429       -0.0031753204   0.00140  0             5308                
KOKEE     YARRA12M  OJ287    2019 01 28 17 09  22.0000000000                5401                
  -11578506.75568838   0.01299 -1208941.8804838085   0.00833 1      I       5402                
   0.00041    .00000    .00000    .00000  -4.867390282149482       0.0      5403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              5404
  -0.02639   0.00000    .00000    .00000    .00000    .00000                5405                
     9.133    24.330   886.567   977.786    85.401    21.226 0 0            5406                
       -0.1451693169   0.00863        0.0424067783   0.00303  0             5408                
FORTLEZA  HART15M   0133+476 2019 01 28 17 09  38.0000000000                5501                
    5719524.03859845   0.02127  1079009.9003246739   0.02897 0      I       5502                
   0.00037    .00000    .00000    .00000  -0.251414690734008       0.0      5503                
  1.788   2.324  0.0170  0.0609 -0.0079 -0.0387       4043.552              5504
  -0.02050   0.00000    .00000    .00000    .00000    .00000                5505                
    30.637    20.766  1007.463   864.517    66.187    69.151 0 0            5506                
        0.0556198042   0.01449       -0.0535109830   0.01191  0             5508                
FORTLEZA  NYALES20  0133+476 2019 01 28 17 09  38.0000000000                5601                
   -8121488.21422618   0.00960   679488.9114415533   0.01308 0      I       5602                
   0.00082    .00000    .00000    .00000  -4.047834680926786       0.0      5603                
