DATA IN NGS FORMAT FROM DATABASE 19JAN02XA_V002                                                 
   0.00017    .00000    .00000    .00000  -2.709254283278002       0.1      4803                
  0.174   0.096 -0.0092  0.0029 -0.0023  0.0017     -59768.334              4804
  -0.16906   0.00206    .00000    .00000    .00000    .00000                4805                
    12.000     2.480   888.818  1030.500    91.782    48.959 0 0            4806                
        1.0081899483   0.01671             0.02183   0.00507  0             4808                
KOKEE     WETTZ13N  1842+681 2019 01 02 17 07  17.0000000000                4901                
   -6285055.67571369   0.04004   906551.2600302260   0.04818 0      I       4902                
   0.00018    .00000    .00000    .00000  -0.771363703926894       0.1      4903                
  0.174   0.058 -0.0092  0.0025 -0.0023  0.0012     -17209.566              4904
  -0.16906   0.00000    .00000    .00000    .00000    .00000                4905                
    12.000    -2.800   888.818   954.400    91.782    89.635 0 0            4906                
        0.5496250895   0.01934             0.01460   0.00948  0             4908                
NYALES20  ONSALA60  1842+681 2019 01 02 17 07  17.0000000000                5001                
    2893276.76523418   0.01282   200390.5512964791   0.00649 0      I       5002                
   0.00037    .00000    .00000    .00000   2.883333405827686       0.0      5003                
  0.134   0.096  0.0004  0.0029  0.0016  0.0017     266622.786              5004
   0.03200   0.00206    .00000    .00000    .00000    .00000                5005                
    -9.993     2.480  1005.748  1030.500    75.041    48.959 0 0            5006                
        1.0561647839   0.01254             0.00159   0.00391  0             5008                
NYALES20  WETTZ13N  1842+681 2019 01 02 17 07  17.0000000000                5101                
    4701357.65848069   0.01918   266851.2712263103   0.02307 0      I       5102                
   0.00038    .00000    .00000    .00000   3.923288224123704       0.0      5103                
  0.134   0.058  0.0004  0.0025  0.0016  0.0012     309181.554              5104
   0.03200   0.00000    .00000    .00000    .00000    .00000                5105                
    -9.993    -2.800  1005.748   954.400    75.041    89.635 0 0            5106                
        0.6211030416   0.01433             0.00303   0.00991  0             5108                
ONSALA60  WETTZ13N  1842+681 2019 01 02 17 07  17.0000000000                5201                
    1808080.66751461   0.01530    66460.6694871655   0.01841 0      I       5202                
   0.00048    .00000    .00000    .00000   4.102168493486583       0.0      5203                
  0.096   0.058  0.0029  0.0025  0.0017  0.0012      42558.768              5204
   0.00206   0.00000    .00000    .00000    .00000    .00000                5205                
     2.480    -2.800  1030.500   954.400    48.959    89.635 0 0            5206                
       -0.4801497533   0.01479            -0.01438   0.01095  0             5208                
SEJONG    WETTZ13N  0059+581 2019 01 02 17 09  17.0000000000                5301                
  -13318250.47367964   0.00654  -644617.6666971318   0.01195 0      I       5302                
   0.00139    .00000    .00000    .00000  -5.547116344021457       0.0      5303                
  0.302   0.047 -0.0309  0.0003 -0.0025 -0.0001      60959.285              5304
   0.00000   0.00000    .00000    .00000    .00000    .00000                5305                
    -5.300    -2.815  1004.800   954.415    79.495    89.685 0 0            5306                
       -0.4425767149   0.04624            -0.01494   0.01815  0             5308                
HART15M   YARRA12M  0131-522 2019 01 02 17 09  22.0000000000                5401                
   11229946.90472816   0.03630   782880.8973576465   0.07382 0      I       5402                
   0.00026    .00000    .00000    .00000   4.373226627131501       0.1      5403                
  0.820   0.662 -0.0009 -0.0041  0.0000  0.0119     -10790.521              5404
   0.00000   0.00000    .00000    .00000    .00000    .00000                5405                
    21.973    14.481   863.100   980.200    79.980    50.000 0 0            5406                
       -0.4173103065   0.02005            -0.00648   0.01967  0             5408                
KATH12M   KOKEE     0748+126 2019 01 02 17 11  56.0000000000                5501                
   14113964.57869909   0.04297  1031724.3205352047   0.04810 0      I       5502                
   0.00016    .00000    .00000    .00000   4.817555081303047       0.1      5503                
  1.107   0.412  0.0001 -0.0063  0.0002  0.0232      11494.093              5504
   0.00000  -0.17054    .00000    .00000    .00000    .00000                5505                
    27.228    12.000   990.318   888.924    81.008    91.676 0 0            5506                
        0.2734996305   0.01957            -0.00813   0.00793  0             5508                
KATH12M   SEJONG    0748+126 2019 01 02 17 11  56.0000000000                5601                
    -864300.03310127   0.01918  -162017.0693479684   0.01699 4      I       5602                
